mandt,vbeln,posnr,uepos,fkimg,vrkme,umvkz,umvkn,meins,smeng,fklmg,lmeng,ntgew,brgew,gewei,volum,voleh,gsber,prsdt,fbuda,kursk,netwr,vbelv,posnv,vgbel,vgpos,vgtyp,aubel,aupos,auref,matnr,arktx,pmatn,charg,matkl,pstyv,posar,prodh,vstel,atpkz,spart,pospa,werks,aland,wkreg,wkcou,wkcty,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,kowrr,prsfd,sktof,skfbp,kondm,ktgrm,kostl,bonus,provg,eannr,vkgrp,vkbur,spara,shkzg,ernam,erdat,erzet,bwtar,lgort,stafo,wavwr,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,stcur,uvprs,uvall,ean11,prctr,kvgr1,kvgr2,kvgr3,kvgr4,kvgr5,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,matwa,bonba,kokrs,paobjnr,ps_psp_pnr,aufnr,txjcd,cmpre,cmpnt,cuobj,cuobj_ch,koupd,uecha,xchar,abrvw,sernr,bzirk_auft,kdgrp_auft,konda_auft,lland_auft,mprok,pltyp_auft,regio_auft,vkorg_auft,vtweg_auft,abrbg,prosa,uepvw,autyp,stadat,fplnr,fpltr,aktnr,knuma_pi,knuma_ag,prefe,mwsbp,augru_auft,fareg,upmat,ukonm,cmpre_flt,abfor,abges,j_1arfz,j_1aregio,j_1agicd,j_1adtyp,j_1atxrel,j_1bcfop,j_1btaxlw1,j_1btaxlw2,j_1btxsdc,brtwr,wktnr,wktps,rplnr,kursk_dat,wgru1,wgru2,kdkg1,kdkg2,kdkg3,kdkg4,kdkg5,vkaus,j_1aindxp,j_1aidatep,kzfme,mwskz,vertt,vertn,sgtxt,delco,bemot,rrrel,akkur,wminr,vgbel_ex,vgpos_ex,logsys,vgtyp_ex,j_1btaxlw3,j_1btaxlw4,j_1btaxlw5,msr_id,msr_refund_code,msr_ret_reason,nrab_knumh,nrab_value,dispute_case,fund_usage_item,farr_reltype,claims_taxation,kurrf_dat_orig,vgtyp_ext,sgt_rcat,sgt_scat,glo_log_ref1_it,aufpl,aplzl,dpcnr,dcpnr,dpnrb,perop_beg,perop_end,fonds,fistl,fkber,grant_nbr,prs_work_period,pprctr,pargb,aufpl_oaa,aplzl_oaa,campaign,compreas,zznonretitem,zzactpp,zzqrpacct,zzcommodity_id,zzkatr6,zzwi9,zzwcfc_prfrzflag,zzlowprcflag,zziaddenda1,zziaddenda2,zziaddenda3,zziaddenda4,zziaddenda5,zzwi7,zzwi8,zzmxtaxind
200,8902284843,10,0,1,EA,1,1,EA,0,1,1,1241.0,1241.0,LB,190624.0,IN3,,45563,45563,1,9033.58,,0,6593367224,10,J,1487871241,10,,16V896,"Electric Air Compressor, 15 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.291909722222222,,1,,4887.57,0,8479.99,0,553.59,805.6,553.59,1,,,,2004,,,,,,,PPA,X,,,16V896,0,1000,1499381390,0,,CA9135500,9839.18,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,805.6,,,,,9839.18,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284844,10,0,1,EA,1,1,EA,0,1,1,595.0,595.0,LB,131560.0,IN3,,45563,45563,1,3777.42,,0,6593921230,10,J,1489340590,10,,1WD82,"Electric Air Compressor, 5 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,1.0,1,,,,,,4,0,,S_ITCJOBS,45565,0.291909722222222,,1,,2150.4,0,3418.58,0,358.84,324.76,358.84,1,,,,2004,,,,,,,PPA,X,,,1WD82,0,1000,1499381392,0,,CA9135500,4102.18,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,324.76,,,,,4102.18,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902284845,10,0,1,EA,1,1,EA,0,1,1,1270.0,1270.0,LB,74618.775,IN3,,45563,45563,1,4418.04,,0,6594841329,10,J,1490555612,10,,13W877,"Sheet Metal Brake,Box and Pan,51"" Bend L",,,N2,ZS,,10240214131922,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.291909722222222,,1,,2131.55,0,3864.45,0,553.59,367.13,553.59,1,,,,2004,,,,,,,PPA,X,,,13W877,0,1000,1499381393,0,,CA9135500,4785.17,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,367.13,,,,,4785.17,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284855,10,0,1,EA,1,1,EA,0,1,1,413.0,413.0,LB,84146.022,IN3,,45563,45563,1,5977.02,,0,6594268012,10,J,1489834921,10,,15A518,"Commercial Gas Water Heater,100 gal",,,E1,ZS,,10221736104825,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292118055555556,,1,,2093.27,0,5666.79,0,310.23,495.84,310.23,1,,,,2004,,,,,,,PPA,X,,,15A518,0,1000,1499381406,0,,CA9240400,6472.86,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,495.84,,,,,6472.860000000001,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284856,10,0,1,EA,1,1,EA,0,1,1,910.0,910.0,LB,189440.0,IN3,,45563,45563,1,6729.66,,0,6594285431,10,J,1489824731,10,,16V892,"Electric Air Compressor, 10 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292141203703704,,1,,4025.18,0,6229.99,0,499.67,482.82,499.67,1,,,,2004,,,,,,,PPA,X,,,16V892,0,1000,1499381408,0,,CA9255300,7212.48,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,482.82,,,,,7212.4800000000005,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284857,10,0,1,EA,1,1,EA,0,1,1,1241.0,1241.0,LB,190624.0,IN3,,45563,45563,1,9033.58,,0,6593216025,10,J,1487576907,10,,16V896,"Electric Air Compressor, 15 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292152777777778,,1,,4887.57,0,8479.99,0,553.59,699.6,553.59,1,,,,2004,,,,,,,PPA,X,,,16V896,0,1000,1499381410,0,,CA9205700,9733.18,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,699.6,,,,,9733.18,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284858,10,0,1,EA,1,1,EA,0,1,1,227.0,227.0,LB,94790.5,IN3,,45563,45563,1,2874.94,,0,6595192398,10,J,1491131722,10,,13R514,"Jobsite Cabinet,51 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292164351851852,,1,,1257.04,0,2630.98,0,243.96,203.9,243.96,1,,,,2004,,,,,,,PPA,X,,,13R514,0,1000,1499381412,0,,CA9206900,3078.84,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,203.9,,,,,3078.84,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284859,10,0,1,EA,1,1,EA,0,1,1,595.0,595.0,LB,132127.5,IN3,,45563,45563,1,4268.83,,0,6591677156,10,J,1483835047,10,,16V890,"Electric Air Compressor, 7.5 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292175925925926,,1,,2692.42,0,3919.99,0,348.84,362.6,348.84,1,,,,2004,,,,,,,PPA,X,,,16V890,0,1000,1499381414,0,,CA9226400,4631.43,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,362.6,,,,,4631.43,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284860,10,0,1,EA,1,1,EA,0,1,1,1270.0,1270.0,LB,74618.775,IN3,,45563,45563,1,4418.04,,0,6593220208,10,J,1487506563,10,,13W877,"Sheet Metal Brake,Box and Pan,51"" Bend L",,,N2,ZS,,10240214131922,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292175925925926,,1,,2131.55,0,3864.45,0,553.59,338.14,553.59,1,,,,2004,,,,,,,PPA,X,,,13W877,0,1000,1499381416,0,,CA9176200,4756.18,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,338.14,,,,,4756.18,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284861,10,0,1,EA,1,1,EA,0,1,1,509.0,509.0,LB,122239.638,IN3,,45563,45563,1,3619.92,,0,6593771680,10,J,1489123014,10,,13R509,"Jobsite Cabinet,54 1/2 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.2921875,,1,,1724.61,0,3281.18,0,338.74,311.71,338.74,1,,,,2004,,,,,,,PPA,X,,,13R509,0,1000,1499381418,0,,CA9132100,3931.63,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,311.71,,,,,3931.63,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284862,10,0,1,EA,1,1,EA,0,1,1,1219.0,1219.0,LB,88977.9,IN3,,45563,45563,1,4567.85,,0,6594685050,10,J,1490393197,10,,13W878,"Machining Shear,0.059"" Cap. Mild Steel",,,N2,ZS,,10240214108716,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292222222222222,,1,,1776.3,0,4014.26,0,553.59,351.25,553.59,1,,,,2004,,,,,,,PPA,X,,,13W878,0,1000,1499381420,0,,CA9256300,4919.1,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,351.25,,,,,4919.1,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284863,10,0,1,EA,1,1,EA,0,1,1,460.0,460.0,LB,124734.93,IN3,,45563,45563,1,2305.32,,0,6592703204,10,J,1486512249,10,,16V888,"Electric Air Compressor, 5 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292233796296296,,1,,1382.92,0,1979.99,0,325.33,163.65,325.33,1,,,,2004,,,,,,,PPA,X,,,16V888,0,1000,1499381422,0,,NV8950100,2468.97,X,0,0,,0,,T,,,,,US,,,NV,300,10,,,,C,,,0,,,,,163.65,,,,,2468.9700000000003,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284864,10,0,1,EA,1,1,EA,0,1,1,417.0,417.0,LB,123125.76,IN3,,45563,45563,1,3113.14,,0,6593228371,10,J,1487571738,10,,13R512,"Piano-Style Jobsite Box,54 1/2 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.29224537037037,,1,,1450.3,0,2802.91,0,310.23,266.28,310.23,1,,,,2004,,,,,,,PPA,X,,,13R512,0,1000,1499381424,0,,CA9176501,3379.42,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,266.28,,,,,3379.42,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284865,10,0,1,EA,1,1,EA,0,1,1,532.0,532.0,LB,117925.0,IN3,,45563,45563,1,2886.54,,0,6592802246,10,J,1486807236,10,,1UBJ4,"Bin Cabinet,84""x48""x24"",Gray,0Bns",,,K1,ZS,,10180210226644,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292256944444444,,1,,1001.37,0,2547.8,0,338.74,213.38,338.74,1,,,,2004,,,,,,,PPA,X,,,1UBJ4,0,1000,1499381426,0,,NV8910400,3099.92,X,0,0,,0,,T,,,,,US,,,NV,300,10,,,,C,,,0,,,,,213.38,,,,,3099.92,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284866,10,0,1,EA,1,1,EA,0,1,1,404.0,404.0,LB,78559.25,IN3,,45563,45563,1,2091.37,,0,6594167873,10,J,1489660952,10,,1UBK5,"Bin Cabinet,72""x36""x24"",Gray,96YlwBns",,,K1,ZS,,10180210226644,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292256944444444,,1,,738.19,0,1781.14,0,310.23,138.04,310.23,1,,,,2004,,,,,,,PPA,X,,,1UBK5,0,1000,1499381428,0,,CA9211700,2229.41,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,138.04,,,,,2229.41,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,C,,0,,,,,,,,0,0,
200,8902284867,10,0,1,EA,1,1,EA,0,1,1,257.0,257.0,LB,116296.5,IN3,,45563,45563,1,3402.43,,0,6594281060,10,J,1489873140,10,,13R510,"Jobsite Cabinet,60 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292268518518519,,1,,1527.93,0,3151.96,0,250.47,228.52,250.47,1,,,,2004,,,,,,,PPA,X,,,13R510,0,1000,1499381430,0,,CA9301000,3630.95,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,228.52,,,,,3630.9500000000003,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284868,10,0,1,EA,1,1,EA,0,1,1,387.0,387.0,LB,117551.88,IN3,,45563,45563,1,2252.3,,0,6593351692,10,J,1487919281,10,,13R520,"Piano-Style Jobsite Box,49 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292280092592593,,1,,925.83,0,1969.28,0,283.02,152.63,283.02,1,,,,2004,,,,,,,PPA,X,,,13R520,0,1000,1499381432,0,,CA9234500,2404.93,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,152.63,,,,,2404.93,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284869,10,0,1,EA,1,1,EA,0,1,1,1270.0,1270.0,LB,74618.775,IN3,,45563,45563,1,4418.04,,0,6593613316,10,J,1488714304,10,,13W877,"Sheet Metal Brake,Box and Pan,51"" Bend L",,,N2,ZS,,10240214131922,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292280092592593,,1,,2131.55,0,3864.45,0,553.59,299.5,553.59,1,,,,2004,,,,,,,PPA,X,,,13W877,0,1000,1499381434,0,,CA9234500,4717.54,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,299.5,,,,,4717.54,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284870,10,0,1,EA,1,1,EA,0,1,1,413.0,413.0,LB,84146.022,IN3,,45563,45563,1,5977.02,,0,6593512125,10,J,1488388903,10,,15A518,"Commercial Gas Water Heater,100 gal",,,E1,ZS,,10221736104825,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292291666666667,,1,,2093.27,0,5666.79,0,310.23,439.17,310.23,1,,,,2004,,,,,,,PPA,X,,,15A518,0,1000,1499381436,0,,CA9267300,6416.19,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,439.17,,,,,6416.1900000000005,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902284874,10,0,1,EA,1,1,EA,0,1,1,595.0,595.0,LB,131560.0,IN3,,45563,45563,1,3812.33,,0,6591711494,10,J,1484348379,10,,1WD82,"Electric Air Compressor, 5 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,1.0,1,,,,,,4,0,,S_ITCJOBS,45565,0.292488425925926,,1,,2150.4,0,3418.58,0,393.75,0.0,393.75,1,,,,2004,,,,,,,PPA,X,,,1WD82,0,1000,1499381441,0,,AK9967600,3812.33,X,0,0,,0,,T,,,,,US,,,AK,300,10,,,,C,,,0,,,,,0.0,,,,,3812.33,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902285923,10,0,1,EA,1,1,EA,0,1,1,261.0,261.0,LB,52141.69,IN3,,45563,45563,1,1614.94,,0,6590682347,10,J,1481834302,10,,1WBW6,"Weatherhood,60In Bl,Galv Steel,66 1/4In",,,C1,ZS,,10120207603806,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292175925925926,,1,,534.25,0,1374.47,0,240.47,113.6,240.47,1,,,,2004,,,,,,,PPA,X,,,1WBW6,0,1000,1499363235,0,,NV8950200,1728.54,X,0,0,,0,,T,,,,,US,,,NV,300,10,,,,C,,,0,,,,,113.6,,,,,1728.54,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902285924,10,0,1,EA,1,1,EA,0,1,1,595.0,595.0,LB,131560.0,IN3,,45563,45563,1,3767.42,,0,6590927102,10,J,1482386224,10,,1WD82,"Electric Air Compressor, 5 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,1.0,1,,,,,,4,0,,S_ITCJOBS,45565,0.292175925925926,,1,,2150.4,0,3418.58,0,348.84,282.54,348.84,1,,,,2004,,,,,,,PPA,X,,,1WD82,0,1000,1499363237,0,,NV8950200,4049.96,X,0,0,,0,,T,,,,,US,,,NV,300,10,,,,C,,,0,,,,,282.54,,,,,4049.96,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902285925,10,0,1,EA,1,1,EA,0,1,1,532.0,532.0,LB,117925.0,IN3,,45563,45563,1,2886.54,,0,6593701926,10,J,1489013639,10,,1UBJ4,"Bin Cabinet,84""x48""x24"",Gray,0Bns",,,K1,ZS,,10180210226644,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.2921875,,1,,1001.37,0,2547.8,0,338.74,242.05,338.74,1,,,,2004,,,,,,,PPA,X,,,1UBJ4,0,1000,1499363238,0,,CA9021200,3128.59,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,242.05,,,,,3128.59,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902285926,10,0,1,EA,1,1,EA,0,1,1,408.0,408.0,LB,77539.0,IN3,,45563,45563,1,2029.53,,0,6593237907,10,J,1487609167,10,,1UBK4,"Bin Cabinet,72""x36""x24"",Gray,0Bns",,,K1,ZS,,10180210226644,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292222222222222,,1,,641.83,0,1719.3,0,310.23,133.25,310.23,1,,,,2004,,,,,,,PPA,X,,,1UBK4,0,1000,1499363240,0,,CA9178600,2162.78,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,133.25,,,,,2162.78,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902285927,10,0,1,EA,1,1,EA,0,1,1,413.0,413.0,LB,84146.022,IN3,,45563,45563,1,5977.02,,0,6593594957,10,J,1488746191,10,,15A518,"Commercial Gas Water Heater,100 gal",,,E1,ZS,,10221736104825,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292233796296296,,1,,2093.27,0,5666.79,0,310.23,538.34,310.23,1,,,,2004,,,,,,,PPA,X,,,15A518,0,1000,1499363242,0,,CA9171100,6515.36,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,538.34,,,,,6515.360000000001,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902285928,10,0,1,EA,1,1,EA,0,1,1,2504.0,2504.0,LB,85272.544,IN3,,45563,45563,1,3931.74,,0,6595154783,10,J,1491096456,10,,14G862,"Cleaner/Degreaser,Mild Lemon,275 gal",,,L8,ZS,,10030200703041,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292233796296296,,1,,1195.8,0,3378.15,0,553.59,261.81,553.59,1,,,,2004,,,,,,,PPP,X,,,14G862,0,1000,1499363243,0,,CA9257100,4193.55,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,261.81,,,,,4193.55,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902285929,10,0,1,EA,1,1,EA,0,1,1,545.0,545.0,LB,55166.88,IN3,,45563,45563,1,3699.82,,0,6593704103,10,J,1489027936,10,,13R504,"Mobile Cabinet Bench,Steel,54-1/4""W,26""D",,,M1,ZS,,10182784004397,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,1.0,1,,,,,,4,0,,S_ITCJOBS,45565,0.292233796296296,,1,,2057.24,0,3361.08,0,338.74,319.29,338.74,1,,,,2004,,,,,,,PPA,X,,,13R504,0,1000,1499384445,0,,CA9171100,4019.11,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,319.29,,,,,4019.11,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902285930,10,0,1,EA,1,1,EA,0,1,1,545.0,545.0,LB,55166.88,IN3,,45563,45563,1,3699.82,,0,6594800587,10,J,1490490935,10,,13R504,"Mobile Cabinet Bench,Steel,54-1/4""W,26""D",,,M1,ZS,,10182784004397,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,1.0,1,,,,,,4,0,,S_ITCJOBS,45565,0.292268518518519,,1,,2057.24,0,3361.08,0,338.74,243.67,338.74,1,,,,2004,,,,,,,PPA,X,,,13R504,0,1000,1499384447,0,,CA9306500,3943.49,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,243.67,,,,,3943.4900000000002,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
